"boosting","learning_rate","num_rounds","num_leaves","min_data_in_leaf","feature_fraction","max_depth","extra_trees","avg_accuracy_train","avg_accuracy_test","avg_auc_train","avg_auc_test","avg_precision_train","avg_precision_test","avg_recall_train","avg_recall_test","avg_logloss_train","avg_logloss_test"
"gbdt",0.05,200,70,10,0.75,10,FALSE,0.719772994539341,0.694618269626122,0.804563837360168,0.766359837594476,0.650453668442994,0.62153875218362,0.685823348531439,0.654522320008483,0.524139335159294,0.559569224881789
"gbdt",0.05,200,50,20,0.75,8,FALSE,0.711697809583413,0.694618260913432,0.792937190551795,0.766386744765348,0.641750959062933,0.622050111116827,0.673671932986958,0.652295620824939,0.53514329850881,0.55954364196581
"gbdt",0.1,100,70,20,0.75,8,FALSE,0.717764536008094,0.694618258261743,0.800803867770659,0.765756839357603,0.648923555491069,0.622056410974714,0.680580002120666,0.652295620824939,0.527274177260422,0.560222420258814
"gbdt",0.05,300,31,10,0.5,-1,FALSE,0.709687173945011,0.69461825485243,0.790272120473977,0.766192921378818,0.640370721524341,0.622861972092349,0.667638638532499,0.648796522107942,0.537917506737515,0.560036806031824
"gbdt",0.1,100,50,10,1,8,FALSE,0.712500760548063,0.694618246897365,0.794246389368261,0.766310346495432,0.642041560338946,0.621328175612463,0.677006680097551,0.655434206340791,0.533548230352203,0.559682949039418
"gbdt",0.05,100,100,30,1,8,FALSE,0.709613188335108,0.694618243109238,0.790465334555136,0.766149920030775,0.638333452689848,0.621291504544083,0.674896617537907,0.655561446294136,0.537516005154207,0.559817619978548
"gbdt",0.1,100,70,20,0.75,10,FALSE,0.718909117245868,0.694609547844211,0.802787024689157,0.765668482903348,0.649746760105417,0.621769948780796,0.683729190965963,0.653483193722829,0.525496658038571,0.560199781821763
"gbdt",0.05,200,50,30,1,8,FALSE,0.712298390059397,0.69460954632896,0.793230413235117,0.766621048673888,0.64193063105871,0.621842842556279,0.676290955359983,0.653122680521684,0.534749431731632,0.559352237548453
"gbdt",0.05,300,50,20,1,8,FALSE,0.720732616108561,0.694609533449331,0.804742006251037,0.766370568184275,0.652648716624024,0.622318761754582,0.683283851129255,0.651086841268158,0.523674399109751,0.559636968407683
"gbdt",0.05,300,31,10,0.5,10,FALSE,0.709663237011936,0.694600845002931,0.789960441006211,0.766109343089638,0.640400785332802,0.622954754653348,0.667389460290531,0.648308768953451,0.538231671960398,0.56004036173987
"gbdt",0.05,300,31,10,1,8,FALSE,0.710736011806689,0.694592139509963,0.792498573947473,0.766645981507109,0.639578182765391,0.620997204682992,0.676465910295833,0.656685399215354,0.535343908875605,0.559425166672612
"gbdt",0.05,200,50,30,0.75,8,FALSE,0.710936205543325,0.694583449927125,0.792377945344573,0.76656581316853,0.640479987472506,0.621689823345921,0.674175591135617,0.653652846993956,0.535621243911107,0.559383969495733
"gbdt",0.1,300,20,30,0.5,6,FALSE,0.712864150812832,0.694557323220279,0.792417435421832,0.765505379185004,0.645732773086099,0.624110079427637,0.665629307602587,0.643197964160746,0.535861767315679,0.560526809852932
"gbdt",0.05,300,31,10,0.75,6,FALSE,0.709591428769614,0.694548636289129,0.789853294863759,0.76650715119674,0.64018072305239,0.622658000944795,0.667802990138904,0.649284275262432,0.538023883477829,0.559562254281371
"gbdt",0.05,300,31,30,0.5,10,FALSE,0.70917798630044,0.694548629091689,0.789162273350463,0.766439873084201,0.639750515760353,0.622744660648382,0.667103170395504,0.648923762061287,0.538951191683613,0.559791243951332
"gbdt",0.01,300,100,30,0.75,10,FALSE,0.706860534689885,0.694548627955251,0.784045623345845,0.765960529988997,0.638680983402359,0.624466064415028,0.658106245361043,0.641692291379493,0.547694462091669,0.562079381142078
"gbdt",0.1,100,31,30,1,10,FALSE,0.705661548643296,0.694548620000186,0.784429809537179,0.766252710210617,0.633691822739039,0.62112753292731,0.67044321917082,0.655837132859718,0.543047170092442,0.559677666784987
"gbdt",0.05,300,31,30,0.75,10,FALSE,0.710740364340073,0.694539918674157,0.791734096292296,0.766574669577337,0.640723706181097,0.621976451293772,0.672203371858764,0.652147174212703,0.536398408708086,0.559411772557094
"gbdt",0.05,300,50,30,0.5,10,FALSE,0.718678458640219,0.694539910340279,0.801993446928238,0.765890366709235,0.651011908876727,0.622746987425655,0.678157141342381,0.648817728766833,0.52712261205515,0.560087121048176
"gbdt",0.01,300,100,20,0.75,10,FALSE,0.707075959440526,0.694531222651504,0.784471588817966,0.765918565538271,0.638886129530486,0.624358849492671,0.658556886862475,0.642052804580638,0.547368879013655,0.562103000775399
"gbdt",0.05,200,31,10,1,8,FALSE,0.705041385779999,0.694531221893879,0.784335981647081,0.766621495469423,0.632939247028341,0.620731081758767,0.669849432721875,0.657470045594317,0.543194878964669,0.559630884050794
"gbdt",0.05,300,70,20,1,-1,FALSE,0.734996385710446,0.694531202195622,0.822978049489222,0.765275736802215,0.669623433012797,0.622332954245523,0.699480436857173,0.650514261478104,0.506979764123774,0.56045982910919
"gbdt",0.05,200,70,20,0.5,10,FALSE,0.717137842415207,0.694522519810224,0.800223499723568,0.766123746607457,0.649116052603599,0.622945995605472,0.676571943590287,0.647905842434524,0.528844253290138,0.560033996249132
"gbdt",0.15,100,31,30,1,8,FALSE,0.710901388898529,0.694522517537348,0.791554790741512,0.76571561936768,0.640225907665468,0.621452820095449,0.674912522532075,0.654267840101792,0.536029329018902,0.560244190105263
"gbdt",0.05,300,50,10,1,8,FALSE,0.72102420225046,0.694522513749222,0.805497719292495,0.766151138479155,0.652414109049722,0.621855817607093,0.685558265295303,0.65255010073163,0.522858718488463,0.559743435811977
"gbdt",0.05,300,50,20,1,6,FALSE,0.716380590979528,0.694522503521281,0.797683220318273,0.766043701634533,0.648199855701774,0.622540373463066,0.675787297211324,0.649581168486905,0.530387607774176,0.55975441148102
"gbdt",0.05,200,70,20,1,10,FALSE,0.72074567496349,0.694513808635066,0.804846503756757,0.76621147711622,0.651634072292056,0.621455336215824,0.686825363164034,0.654204220125119,0.523914918745544,0.559624929006601
"gbdt",0.05,100,50,10,1,-1,FALSE,0.704227557092328,0.6945137976495,0.781538088105813,0.766193821633817,0.631913970973542,0.620906314517876,0.669192026296257,0.65660057257979,0.546310728713579,0.560055711687062
"gbdt",0.05,300,31,30,1,8,FALSE,0.710574986253883,0.694513795376624,0.791765322875003,0.766805782367879,0.63958010776835,0.62132267056156,0.675559325628247,0.654776799915173,0.536153493917321,0.559254874521006
"gbdt",0.1,100,100,20,0.75,10,FALSE,0.729055864973972,0.694505103142098,0.815360420790516,0.765216892192148,0.662134433716245,0.622306076044292,0.694115152157778,0.650514261478104,0.513551085974184,0.560746462550171
"gbdt",0.05,100,100,10,1,8,FALSE,0.711275664414973,0.69450510049041,0.792510922286774,0.766062828400366,0.640327090815318,0.62109390803654,0.676614356908069,0.655731099565264,0.53563794675244,0.559901550788427
"gbdt",0.05,300,50,20,0.5,-1,FALSE,0.71930515050483,0.694496404088944,0.80346119608571,0.765860418600404,0.651729349085581,0.622858974211129,0.67895239105079,0.648096702364543,0.525749991381824,0.560299188570398
"gbdt",0.05,300,31,30,1,10,FALSE,0.710596744114776,0.694496403710132,0.792595443701448,0.766645917020641,0.639609945425553,0.621111585520994,0.675569928957693,0.655603859611918,0.535396231851879,0.559231756917226
"gbdt",0.05,200,50,30,1,6,FALSE,0.708346749657334,0.694487695565475,0.787698998956835,0.766447148223667,0.638107430155343,0.62225605159101,0.668630049835648,0.650599088113668,0.539808858059809,0.559617907528937
"gbdt",0.05,200,50,30,0.5,10,FALSE,0.710588043522586,0.694478986663193,0.791219561455316,0.766000315041954,0.641395194804087,0.622734233018424,0.668826211430389,0.648499628883469,0.537409861922732,0.560157224546051
"gbdt",0.05,200,100,30,1,8,FALSE,0.724954079701501,0.694478981359816,0.809085742353609,0.766116272565925,0.657615591108506,0.622261882072894,0.688240907645001,0.650493054819213,0.519720107084837,0.559626999105883
"gbdt",0.05,100,70,20,0.75,8,FALSE,0.706140272555255,0.694470297080355,0.784706573195228,0.766129351504628,0.635508462119775,0.622147665875284,0.666064044109851,0.650980807973704,0.54335546857637,0.560229332569599
"gbdt",0.05,200,50,10,1,10,FALSE,0.713316763785987,0.694470283064288,0.795511010542117,0.766621732688703,0.642778523980217,0.621192376588936,0.678761531120772,0.655094899798537,0.532553203686764,0.559374831542444
"gbdt",0.05,200,70,20,1,-1,FALSE,0.721729230979908,0.694470282306663,0.806882968267824,0.766033741073575,0.652819242209822,0.621526529098227,0.68786979111441,0.653631640335065,0.522256978707317,0.559635805365885
"gbdt",0.05,200,31,10,1,10,FALSE,0.705450475360663,0.694461588178073,0.784726530028224,0.766400086559956,0.633273691849755,0.620737292313822,0.670888559007528,0.657003499098717,0.542721523220827,0.559655711184474
"gbdt",0.05,200,70,20,0.75,-1,FALSE,0.721387595190505,0.694452894807109,0.805869129317453,0.766443588277003,0.652811343692063,0.621769503175694,0.686114940091189,0.652528894072739,0.523544741251546,0.559509686673406
"gbdt",0.05,200,31,10,0.75,6,FALSE,0.70437987764939,0.694452893291858,0.782457476841688,0.766299272523895,0.634496456048832,0.622937806972786,0.659887604707878,0.647502915915597,0.54510274877162,0.559977845006445
"gbdt",0.05,200,31,20,0.5,-1,FALSE,0.704495206017052,0.694452884957981,0.782101607043398,0.765900639573454,0.634834902206797,0.623290057911436,0.659246103276429,0.645997243134344,0.545956019856486,0.560509279009057
"gbdt",0.15,100,70,30,1,6,FALSE,0.716678702216363,0.694452872457164,0.79748479231233,0.765817122308307,0.649446246583388,0.623336706052433,0.673035733220231,0.645763969886544,0.530542396283825,0.560110286634256
"gbdt",0.15,100,100,30,1,6,FALSE,0.716678702216363,0.694452872457164,0.79748479231233,0.765817122308307,0.649446246583388,0.623336706052433,0.673035733220231,0.645763969886544,0.530542396283825,0.560110286634256
"gbdt",0.05,200,70,30,1,8,FALSE,0.718537017913253,0.694452868290225,0.801480936893321,0.766397181593185,0.649459543194828,0.621871777995381,0.682822606298378,0.652019934259357,0.52706194877499,0.559421095476099
"gbdt",0.2,100,20,30,1,8,FALSE,0.707535094880692,0.694444179465012,0.787184052667471,0.765506987550528,0.637108066807125,0.622150994371648,0.667887816774467,0.650789948043686,0.539899820733226,0.560386565261915
"gbdt",0.05,200,31,20,1,-1,FALSE,0.705528810213123,0.694444174919261,0.784931048975165,0.766461940130947,0.63334358365948,0.620661108658033,0.671068815608101,0.657236772346517,0.542690182471583,0.559457393735398
"gbdt",0.1,100,50,20,1,10,FALSE,0.712927256474262,0.69444417188876,0.794668133421989,0.765986322971784,0.642207499966721,0.62122996368791,0.678782737779663,0.654734386597392,0.533060534760644,0.559908935574909
"gbdt",0.05,300,50,30,1,6,FALSE,0.715344807758626,0.69444416469132,0.796405856069821,0.766055859266047,0.6468612383122,0.622674305678862,0.674954935849857,0.648542042201251,0.531621109413223,0.559797968800051
"gbdt",0.1,100,70,30,1,8,FALSE,0.718486968431475,0.694435465259354,0.801199559546724,0.766093503503666,0.64976172044579,0.622160449963103,0.68150249178242,0.650705121408122,0.5270738080361,0.559831449201105
"gbdt",0.05,200,50,10,0.75,-1,FALSE,0.71294031466629,0.694426782873955,0.795765474375716,0.766382726936806,0.642616277720882,0.621105829099392,0.6772982716573,0.655200933092991,0.532685982491819,0.559575452987125
"gbdt",0.01,300,70,10,0.75,-1,FALSE,0.70327881471398,0.69442677491889,0.77936904338537,0.765406702582914,0.634746181079405,0.624432114568117,0.65260841904358,0.641098504930548,0.552034007438739,0.562890782526289
"gbdt",0.05,300,31,20,1,10,FALSE,0.710788235436246,0.694426770373139,0.792801016792453,0.766473731319878,0.639838926085375,0.621172944001053,0.675760788887711,0.654904039868519,0.535124372996071,0.559371841982645
"gbdt",0.1,100,50,30,1,8,FALSE,0.711682577456682,0.694426754841821,0.793042092387939,0.766138181861073,0.640946763020807,0.621281873550834,0.676550736931396,0.654395080055137,0.534741445056484,0.559744082207413
"gbdt",0.05,300,31,20,1,8,FALSE,0.710764300846998,0.694418067531859,0.792278494173044,0.766652329863906,0.639628121805824,0.620909155997083,0.676450005301665,0.656027992789736,0.535645415122126,0.55940695697022
"gbdt",0.1,100,31,30,1,-1,FALSE,0.705426539516639,0.694418064122545,0.784538768753415,0.766374603355615,0.633288443704284,0.620690242143416,0.670687095748065,0.656918672463153,0.543001405161274,0.559712230492575
"gbdt",0.15,100,31,20,1,6,FALSE,0.71074471386673,0.694418062986107,0.790136655083999,0.766107005259779,0.64142821369688,0.622700178829342,0.669621461138798,0.64826635563567,0.537622451165925,0.559744899300658
"gbdt",0.05,300,31,30,1,-1,FALSE,0.711493264284069,0.694418060713232,0.793150139529599,0.766700714498734,0.640855625108027,0.621128401803098,0.675877425511611,0.655010073162973,0.534938814588462,0.559176491226673
"gbdt",0.05,200,70,30,0.5,8,FALSE,0.715610281659596,0.694409359766015,0.79730825862651,0.765989044115527,0.647422928992085,0.62282588853847,0.674371752730357,0.647693775845615,0.53133678636844,0.55998404283588
"gbdt",0.15,100,31,30,1,10,FALSE,0.711290896020854,0.69440065048492,0.792238628866189,0.765803096500906,0.640506743929557,0.621379838300076,0.676036475453292,0.653822500265083,0.535497926835427,0.56027141149573
"gbdt",0.1,200,31,30,1,8,FALSE,0.71648939027485,0.694391944234327,0.798926421755744,0.765921308188598,0.647327383537191,0.621717605590019,0.679456049199449,0.652295620824939,0.529197060983832,0.559974933087044
"gbdt",0.05,100,50,20,1,8,FALSE,0.703518176326671,0.694391934006386,0.780507703955128,0.766135193649335,0.631711480944774,0.621282071152552,0.66586788251511,0.654267840101792,0.547341347525566,0.56009361666109
"gbdt",0.05,200,50,10,0.75,8,FALSE,0.711623826033237,0.694383263742992,0.79335674271821,0.766460629727977,0.641402325331598,0.621526805196871,0.674557310995653,0.653101473862793,0.53459043456867,0.559537981389259
"gbdt",0.1,100,31,10,0.75,8,FALSE,0.704882537760498,0.694383256166739,0.783462307450213,0.765793370587494,0.634162376706773,0.622189486888248,0.66409712649772,0.650238574912523,0.543982525002584,0.560283884236934
"gbdt",0.1,100,70,30,1,10,FALSE,0.720097222065533,0.694383234953232,0.803636344818413,0.765637732051696,0.650995005900816,0.621490068849881,0.685685505248648,0.653228713816138,0.52463437041523,0.55998945821435
"gbdt",0.05,100,50,30,0.75,8,FALSE,0.702810973307395,0.694374557871211,0.779692287541939,0.765733001899479,0.631842809914662,0.622244440059414,0.661197115894391,0.650005301664723,0.548408480335076,0.560695491614053
"gbdt",0.05,200,50,30,0.5,8,FALSE,0.709763335809768,0.694374550673771,0.789772131710987,0.766288738436211,0.640706130390356,0.622838213754211,0.666816880500477,0.647396882621143,0.538431995275243,0.559931538916506
"gbdt",0.05,300,31,20,1,-1,FALSE,0.711538960072387,0.694374546885644,0.793318175152107,0.766477339793325,0.640556099356397,0.620861940127462,0.677261160004241,0.655921959495282,0.534685413005494,0.559399381476646
"gbdt",0.05,200,70,20,1,6,FALSE,0.709663237367062,0.694374546506832,0.789302600263969,0.766566130682865,0.639773226614133,0.62200969124285,0.669732796097975,0.650959601314813,0.538261322809872,0.559426031964428
"gbdt",0.05,200,100,20,1,6,FALSE,0.709663237367062,0.694374546506832,0.789302600263969,0.766566130682865,0.639773226614133,0.62200969124285,0.669732796097975,0.650959601314813,0.538261322809872,0.559426031964428
"gbdt",0.05,100,50,20,1,10,FALSE,0.70393161863012,0.694374537036516,0.781004143124855,0.766158359292376,0.631566004457062,0.620740986407304,0.668884529742339,0.656452125967554,0.546866296099227,0.560132179269595
"gbdt",0.05,200,100,10,1,-1,FALSE,0.733993243542387,0.6943745275662,0.822672249019355,0.765312814955468,0.667386758996993,0.621730454655418,0.701548086099035,0.652125967553812,0.507146184848483,0.560234274375434
"gbdt",0.1,200,31,20,1,-1,FALSE,0.717631797601596,0.694365836846925,0.800948537480833,0.765790348429588,0.64848389752963,0.621624899751899,0.681407061817411,0.652528894072739,0.527310501647097,0.560118252663531
"gbdt",0.05,200,31,30,0.75,6,FALSE,0.703975138802809,0.694357144233586,0.782045460250556,0.766114774335388,0.633964779925139,0.622469232694975,0.659633124801188,0.648860142084615,0.545670739310181,0.560044730799757
"gbdt",0.05,100,100,20,0.75,10,FALSE,0.712907675128649,0.694357137414958,0.793982473830871,0.766312148755223,0.642537846616572,0.621184432541733,0.677377796628141,0.654395080055137,0.534929768581249,0.559888493903457
"gbdt",0.05,100,70,20,1,10,FALSE,0.707996413086341,0.694357130596331,0.78700264348967,0.766205345696277,0.636125389056185,0.620670732550488,0.674302831088962,0.656664192556463,0.541199366134972,0.559739496831648
"gbdt",0.05,200,50,30,0.75,-1,FALSE,0.712953370040992,0.694348444801619,0.794844303964184,0.766486775264837,0.642935922462756,0.621415589460497,0.676195525394974,0.653377160428374,0.533914303909604,0.559521229097553
"gbdt",0.05,100,70,10,0.75,10,FALSE,0.707437175746917,0.694348439877055,0.786668527686976,0.766179109004003,0.636280821075324,0.621225268269543,0.670485632488601,0.654204220125119,0.541804174416842,0.560164323705502
